NETWORK STATION CHANNEL START_TIME START_TIME_MINUTES END_TIME END_TIME_MINUTES LAT LON ELEVATION DEPTH AZIMUTH DIP SAMPLE_RATE days
XG CL20 EHZ 2009-06-18 00:00:00 2010-06-29 17:15:00 48.0709 -122.9627 109.0 0.0 0.0 90.0 50.0 376.0
XG CL20 SHE 2009-06-18 00:00:00 2010-06-29 17:15:00 48.0709 -122.9627 109.0 0.0 90.0 0.0 50.0 376.0
XG CL20 SHN 2009-06-18 00:00:00 2010-06-29 17:15:00 48.0709 -122.9627 109.0 0.0 0.0 0.0 50.0 376.0
XG CL20 SHZ 2009-06-18 00:00:00 2010-06-29 17:15:00 48.0709 -122.9627 109.0 0.0 0.0 90.0 50.0 376.0
XG DR01 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0093 -123.317497 536.0 0.0 90.0 0.0 50.0 560.0
XG DR01 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0093 -123.317497 536.0 0.0 0.0 0.0 50.0 560.0
XG DR01 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0093 -123.317497 536.0 0.0 0.0 90.0 50.0 560.0
XG DR02 SHE 2009-06-19 00:00:00 2011-04-21 23:59:59 48.0033 -123.317802 592.0 0.0 90.0 0.0 50.0 671.0
XG DR02 SHN 2009-06-19 00:00:00 2011-04-21 23:59:59 48.0033 -123.317802 592.0 0.0 0.0 0.0 50.0 671.0
XG DR02 SHZ 2009-06-19 00:00:00 2011-04-21 23:59:59 48.0033 -123.317802 592.0 0.0 0.0 90.0 50.0 671.0
XG DR03 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.000301 -123.314301 563.0 0.0 90.0 0.0 50.0 560.0
XG DR03 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.000301 -123.314301 563.0 0.0 0.0 0.0 50.0 560.0
XG DR03 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.000301 -123.314301 563.0 0.0 0.0 90.0 50.0 560.0
XG DR04 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0098 -123.307602 492.0 0.0 90.0 0.0 50.0 560.0
XG DR04 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0098 -123.307602 492.0 0.0 0.0 0.0 50.0 560.0
XG DR04 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0098 -123.307602 492.0 0.0 0.0 90.0 50.0 560.0
XG DR05 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006699 -123.309097 515.0 0.0 90.0 0.0 50.0 560.0
XG DR05 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006699 -123.309097 515.0 0.0 0.0 0.0 50.0 560.0
XG DR05 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006699 -123.309097 515.0 0.0 0.0 90.0 50.0 560.0
XG DR06 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006001 -123.311699 539.0 0.0 90.0 0.0 50.0 560.0
XG DR06 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006001 -123.311699 539.0 0.0 0.0 0.0 50.0 560.0
XG DR06 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006001 -123.311699 539.0 0.0 0.0 90.0 50.0 560.0
XG DR07 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006001 -123.318497 562.0 0.0 90.0 0.0 50.0 560.0
XG DR07 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006001 -123.318497 562.0 0.0 0.0 0.0 50.0 560.0
XG DR07 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.006001 -123.318497 562.0 0.0 0.0 90.0 50.0 560.0
XG DR08 SHE 2010-01-24 23:55:00 2010-12-31 23:59:59 48.0033 -123.308403 526.0 0.0 90.0 0.0 50.0 341.0
XG DR08 SHN 2010-01-24 23:55:00 2010-12-31 23:59:59 48.0033 -123.308403 526.0 0.0 0.0 0.0 50.0 341.0
XG DR08 SHZ 2010-01-24 23:55:00 2010-12-31 23:59:59 48.0033 -123.308403 526.0 0.0 0.0 90.0 50.0 341.0
XG DR09 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0098 -123.313004 523.0 0.0 90.0 0.0 50.0 560.0
XG DR09 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0098 -123.313004 523.0 0.0 0.0 0.0 50.0 560.0
XG DR09 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0098 -123.313004 523.0 0.0 0.0 90.0 50.0 560.0
XG DR10 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.007401 -123.313797 543.0 0.0 90.0 0.0 50.0 560.0
XG DR10 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.007401 -123.313797 543.0 0.0 0.0 0.0 50.0 560.0
XG DR10 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.007401 -123.313797 543.0 0.0 0.0 90.0 50.0 560.0
XG GC02 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936199 -123.042397 772.0 0.0 90.0 0.0 50.0 559.0
XG GC02 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936199 -123.042397 772.0 0.0 0.0 0.0 50.0 559.0
XG GC02 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936199 -123.042397 772.0 0.0 0.0 90.0 50.0 559.0
XG GC02 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936199 -123.042397 772.0 0.0 90.0 0.0 50.0 559.0
XG GC02 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936199 -123.042397 772.0 0.0 0.0 0.0 50.0 559.0
XG GC02 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936199 -123.042397 772.0 0.0 0.0 90.0 50.0 559.0
XG GC03 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928299 -123.049301 802.0 0.0 90.0 0.0 50.0 559.0
XG GC03 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928299 -123.049301 802.0 0.0 0.0 0.0 50.0 559.0
XG GC03 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928299 -123.049301 802.0 0.0 0.0 90.0 50.0 559.0
XG GC03 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928299 -123.049301 802.0 0.0 90.0 0.0 50.0 559.0
XG GC03 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928299 -123.049301 802.0 0.0 0.0 0.0 50.0 559.0
XG GC03 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928299 -123.049301 802.0 0.0 0.0 90.0 50.0 559.0
XG GC04 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.927898 -123.0392 788.0 0.0 90.0 0.0 50.0 559.0
XG GC04 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.927898 -123.0392 788.0 0.0 0.0 0.0 50.0 559.0
XG GC04 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.927898 -123.0392 788.0 0.0 0.0 90.0 50.0 559.0
XG GC04 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.927898 -123.0392 788.0 0.0 90.0 0.0 50.0 559.0
XG GC04 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.927898 -123.0392 788.0 0.0 0.0 0.0 50.0 559.0
XG GC04 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.927898 -123.0392 788.0 0.0 0.0 90.0 50.0 559.0
XG GC05 EHE 2010-01-24 23:55:00 2010-12-31 23:59:59 47.925999 -123.041298 792.0 0.0 90.0 0.0 50.0 341.0
XG GC05 EHN 2010-01-24 23:55:00 2010-12-31 23:59:59 47.925999 -123.041298 792.0 0.0 0.0 0.0 50.0 341.0
XG GC05 EHZ 2010-01-24 23:55:00 2010-12-31 23:59:59 47.925999 -123.041298 792.0 0.0 0.0 90.0 50.0 341.0
XG GC05 SHE 2010-01-24 23:55:00 2010-12-31 23:59:59 47.925999 -123.041298 792.0 0.0 90.0 0.0 50.0 341.0
XG GC05 SHN 2010-01-24 23:55:00 2010-12-31 23:59:59 47.925999 -123.041298 792.0 0.0 0.0 0.0 50.0 341.0
XG GC05 SHZ 2010-01-24 23:55:00 2010-12-31 23:59:59 47.925999 -123.041298 792.0 0.0 0.0 90.0 50.0 341.0
XG GC06 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9314 -123.051201 722.0 0.0 90.0 0.0 50.0 559.0
XG GC06 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9314 -123.051201 722.0 0.0 0.0 0.0 50.0 559.0
XG GC06 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9314 -123.051201 722.0 0.0 0.0 90.0 50.0 559.0
XG GC06 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9314 -123.051201 722.0 0.0 90.0 0.0 50.0 559.0
XG GC06 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9314 -123.051201 722.0 0.0 0.0 0.0 50.0 559.0
XG GC06 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9314 -123.051201 722.0 0.0 0.0 90.0 50.0 559.0
XG GC07 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.934601 -123.049004 717.0 0.0 90.0 0.0 50.0 559.0
XG GC07 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.934601 -123.049004 717.0 0.0 0.0 0.0 50.0 559.0
XG GC07 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.934601 -123.049004 717.0 0.0 0.0 90.0 50.0 559.0
XG GC07 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.934601 -123.049004 717.0 0.0 90.0 0.0 50.0 559.0
XG GC07 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.934601 -123.049004 717.0 0.0 0.0 0.0 50.0 559.0
XG GC07 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.934601 -123.049004 717.0 0.0 0.0 90.0 50.0 559.0
XG GC08 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9342 -123.044899 730.0 0.0 90.0 0.0 50.0 559.0
XG GC08 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9342 -123.044899 730.0 0.0 0.0 0.0 50.0 559.0
XG GC08 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9342 -123.044899 730.0 0.0 0.0 90.0 50.0 559.0
XG GC08 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9342 -123.044899 730.0 0.0 90.0 0.0 50.0 559.0
XG GC08 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9342 -123.044899 730.0 0.0 0.0 0.0 50.0 559.0
XG GC08 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.9342 -123.044899 730.0 0.0 0.0 90.0 50.0 559.0
XG GC09 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.930599 -123.045502 746.0 0.0 90.0 0.0 50.0 559.0
XG GC09 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.930599 -123.045502 746.0 0.0 0.0 0.0 50.0 559.0
XG GC09 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.930599 -123.045502 746.0 0.0 0.0 90.0 50.0 559.0
XG GC09 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.930599 -123.045502 746.0 0.0 90.0 0.0 50.0 559.0
XG GC09 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.930599 -123.045502 746.0 0.0 0.0 0.0 50.0 559.0
XG GC09 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.930599 -123.045502 746.0 0.0 0.0 90.0 50.0 559.0
XG GC10 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928799 -123.0429 770.0 0.0 90.0 0.0 50.0 559.0
XG GC10 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928799 -123.0429 770.0 0.0 0.0 0.0 50.0 559.0
XG GC10 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928799 -123.0429 770.0 0.0 0.0 90.0 50.0 559.0
XG GC10 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928799 -123.0429 770.0 0.0 90.0 0.0 50.0 559.0
XG GC10 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928799 -123.0429 770.0 0.0 0.0 0.0 50.0 559.0
XG GC10 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.928799 -123.0429 770.0 0.0 0.0 90.0 50.0 559.0
XG GC14 EHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052299 703.0 0.0 90.0 0.0 50.0 559.0
XG GC14 EHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052299 703.0 0.0 0.0 0.0 50.0 559.0
XG GC14 EHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052299 703.0 0.0 0.0 90.0 50.0 559.0
XG GC14 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052299 703.0 0.0 90.0 0.0 50.0 559.0
XG GC14 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052299 703.0 0.0 0.0 0.0 50.0 559.0
XG GC14 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052299 703.0 0.0 0.0 90.0 50.0 559.0
XG LC01 SHE 2009-08-12 00:00:00 2010-06-29 23:59:59 48.0536 -123.198196 235.0 0.0 90.0 0.0 50.0 321.0
XG LC01 SHN 2009-08-12 00:00:00 2010-06-29 23:59:59 48.0536 -123.198196 235.0 0.0 0.0 0.0 50.0 321.0
XG LC01 SHZ 2009-08-12 00:00:00 2010-06-29 23:59:59 48.0536 -123.198196 235.0 0.0 0.0 90.0 50.0 321.0
XG LC02 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.055801 -123.205002 211.0 0.0 90.0 0.0 50.0 506.0
XG LC02 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.055801 -123.205002 211.0 0.0 0.0 0.0 50.0 506.0
XG LC02 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.055801 -123.205002 211.0 0.0 0.0 90.0 50.0 506.0
XG LC03 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.055099 -123.210503 239.0 0.0 90.0 0.0 50.0 506.0
XG LC03 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.055099 -123.210503 239.0 0.0 0.0 0.0 50.0 506.0
XG LC03 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.055099 -123.210503 239.0 0.0 0.0 90.0 50.0 506.0
XG LC04 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.056099 -123.2164 228.0 0.0 90.0 0.0 50.0 506.0
XG LC04 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.056099 -123.2164 228.0 0.0 0.0 0.0 50.0 506.0
XG LC04 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.056099 -123.2164 228.0 0.0 0.0 90.0 50.0 506.0
XG LC05 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0583 -123.220001 205.0 0.0 90.0 0.0 50.0 506.0
XG LC05 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0583 -123.220001 205.0 0.0 0.0 0.0 50.0 506.0
XG LC05 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0583 -123.220001 205.0 0.0 0.0 90.0 50.0 506.0
XG LC06 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.060101 -123.211998 189.0 0.0 90.0 0.0 50.0 506.0
XG LC06 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.060101 -123.211998 189.0 0.0 0.0 0.0 50.0 506.0
XG LC06 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.060101 -123.211998 189.0 0.0 0.0 90.0 50.0 506.0
XG LC07 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.060001 -123.204201 195.0 0.0 90.0 0.0 50.0 506.0
XG LC07 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.060001 -123.204201 195.0 0.0 0.0 0.0 50.0 506.0
XG LC07 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.060001 -123.204201 195.0 0.0 0.0 90.0 50.0 506.0
XG LC08 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0513 -123.204903 252.0 0.0 90.0 0.0 50.0 506.0
XG LC08 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0513 -123.204903 252.0 0.0 0.0 0.0 50.0 506.0
XG LC08 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0513 -123.204903 252.0 0.0 0.0 90.0 50.0 506.0
XG LC09 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0513 -123.210701 296.0 0.0 90.0 0.0 50.0 506.0
XG LC09 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0513 -123.210701 296.0 0.0 0.0 0.0 50.0 506.0
XG LC09 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0513 -123.210701 296.0 0.0 0.0 90.0 50.0 506.0
XG LC10 SHE 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0509 -123.216698 281.0 0.0 90.0 0.0 50.0 506.0
XG LC10 SHN 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0509 -123.216698 281.0 0.0 0.0 0.0 50.0 506.0
XG LC10 SHZ 2009-08-12 00:00:00 2010-12-31 23:59:59 48.0509 -123.216698 281.0 0.0 0.0 90.0 50.0 506.0
XG PA01 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.056801 -123.454803 690.0 0.0 90.0 0.0 50.0 560.0
XG PA01 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.056801 -123.454803 690.0 0.0 0.0 0.0 50.0 560.0
XG PA01 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.056801 -123.454803 690.0 0.0 0.0 90.0 50.0 560.0
XG PA02 SHE 2009-06-19 00:00:00 2010-06-30 23:40:00 48.051701 -123.460999 717.0 0.0 90.0 0.0 50.0 376.0
XG PA02 SHN 2009-06-19 00:00:00 2010-06-30 23:40:00 48.051701 -123.460999 717.0 0.0 0.0 0.0 50.0 376.0
XG PA02 SHZ 2009-06-19 00:00:00 2010-06-30 23:40:00 48.051701 -123.460999 717.0 0.0 0.0 90.0 50.0 376.0
XG PA03 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.053299 -123.472198 722.0 0.0 90.0 0.0 50.0 560.0
XG PA03 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.053299 -123.472198 722.0 0.0 0.0 0.0 50.0 560.0
XG PA03 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.053299 -123.472198 722.0 0.0 0.0 90.0 50.0 560.0
XG PA04 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.053699 -123.465599 735.0 0.0 90.0 0.0 50.0 560.0
XG PA04 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.053699 -123.465599 735.0 0.0 0.0 0.0 50.0 560.0
XG PA04 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.053699 -123.465599 735.0 0.0 0.0 90.0 50.0 560.0
XG PA05 SHE 2009-06-19 00:00:00 2010-06-30 23:59:59 48.058399 -123.472298 690.0 0.0 90.0 0.0 50.0 376.0
XG PA05 SHN 2009-06-19 00:00:00 2010-06-30 23:59:59 48.058399 -123.472298 690.0 0.0 0.0 0.0 50.0 376.0
XG PA05 SHZ 2009-06-19 00:00:00 2010-06-30 23:59:59 48.058399 -123.472298 690.0 0.0 0.0 90.0 50.0 376.0
XG PA06 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.055698 -123.469002 708.0 0.0 90.0 0.0 50.0 560.0
XG PA06 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.055698 -123.469002 708.0 0.0 0.0 0.0 50.0 560.0
XG PA06 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.055698 -123.469002 708.0 0.0 0.0 90.0 50.0 560.0
XG PA07 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0578 -123.460403 708.0 0.0 90.0 0.0 50.0 560.0
XG PA07 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0578 -123.460403 708.0 0.0 0.0 0.0 50.0 560.0
XG PA07 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.0578 -123.460403 708.0 0.0 0.0 90.0 50.0 560.0
XG PA08 SHE 2009-06-19 00:00:00 2010-04-30 23:59:59 48.051701 -123.456802 698.0 0.0 90.0 0.0 50.0 315.0
XG PA08 SHN 2009-06-19 00:00:00 2010-04-30 23:59:59 48.051701 -123.456802 698.0 0.0 0.0 0.0 50.0 315.0
XG PA08 SHZ 2009-06-19 00:00:00 2010-04-30 23:59:59 48.051701 -123.456802 698.0 0.0 0.0 90.0 50.0 315.0
XG PA09 SHE 2009-06-19 00:00:00 2010-12-31 23:59:59 48.056599 -123.474197 761.0 0.0 90.0 0.0 50.0 560.0
XG PA09 SHN 2009-06-19 00:00:00 2010-12-31 23:59:59 48.056599 -123.474197 761.0 0.0 0.0 0.0 50.0 560.0
XG PA09 SHZ 2009-06-19 00:00:00 2010-12-31 23:59:59 48.056599 -123.474197 761.0 0.0 0.0 90.0 50.0 560.0
XG PA10 SHE 2009-06-19 00:00:00 2010-06-30 23:59:59 48.054199 -123.4608 736.0 0.0 90.0 0.0 50.0 376.0
XG PA10 SHN 2009-06-19 00:00:00 2010-06-30 23:59:59 48.054199 -123.4608 736.0 0.0 0.0 0.0 50.0 376.0
XG PA10 SHZ 2009-06-19 00:00:00 2010-06-30 23:59:59 48.054199 -123.4608 736.0 0.0 0.0 90.0 50.0 376.0
XG PA58 EHZ 2009-07-05 22:18:00 2010-07-10 23:59:59 48.056999 -123.458099 731.0 0.0 0.0 90.0 100.0 370.0
XG SL01 SHE 2009-06-20 00:00:00 2010-06-29 23:59:59 47.950699 -123.0644 738.0 0.0 90.0 0.0 50.0 374.0
XG SL01 SHN 2009-06-20 00:00:00 2010-06-29 23:59:59 47.950699 -123.0644 738.0 0.0 0.0 0.0 50.0 374.0
XG SL01 SHZ 2009-06-20 00:00:00 2010-06-29 23:59:59 47.950699 -123.0644 738.0 0.0 0.0 90.0 50.0 374.0
XG SL02 SHE 2009-06-20 00:00:00 2010-06-29 23:59:59 47.946301 -123.0634 730.0 0.0 90.0 0.0 50.0 374.0
XG SL02 SHN 2009-06-20 00:00:00 2010-06-29 23:59:59 47.946301 -123.0634 730.0 0.0 0.0 0.0 50.0 374.0
XG SL02 SHZ 2009-06-20 00:00:00 2010-06-29 23:59:59 47.946301 -123.0634 730.0 0.0 0.0 90.0 50.0 374.0
XG SL04 SHE 2009-06-20 00:00:00 2010-06-29 23:59:59 47.939098 -123.057404 710.0 0.0 90.0 0.0 50.0 374.0
XG SL04 SHN 2009-06-20 00:00:00 2010-06-29 23:59:59 47.939098 -123.057404 710.0 0.0 0.0 0.0 50.0 374.0
XG SL04 SHZ 2009-06-20 00:00:00 2010-06-29 23:59:59 47.939098 -123.057404 710.0 0.0 0.0 90.0 50.0 374.0
XG SL05 SHE 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052399 697.0 0.0 90.0 0.0 50.0 559.0
XG SL05 SHN 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052399 697.0 0.0 0.0 0.0 50.0 559.0
XG SL05 SHZ 2009-06-20 00:00:00 2010-12-31 23:59:59 47.936001 -123.052399 697.0 0.0 0.0 90.0 50.0 559.0
XG TB01 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.967098 -123.144997 690.0 0.0 90.0 0.0 50.0 558.0
XG TB01 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.967098 -123.144997 690.0 0.0 0.0 0.0 50.0 558.0
XG TB01 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.967098 -123.144997 690.0 0.0 0.0 90.0 50.0 558.0
XG TB02 SHE 2009-06-21 00:00:00 2010-06-30 23:59:00 47.9706 -123.1521 697.0 0.0 90.0 0.0 50.0 374.0
XG TB02 SHN 2009-06-21 00:00:00 2010-06-30 23:59:00 47.9706 -123.1521 697.0 0.0 0.0 0.0 50.0 374.0
XG TB02 SHZ 2009-06-21 00:00:00 2010-06-30 23:59:00 47.9706 -123.1521 697.0 0.0 0.0 90.0 50.0 374.0
XG TB03 SHE 2009-06-21 00:00:00 2010-07-01 00:02:04 47.979301 -123.146599 554.0 0.0 90.0 0.0 50.0 375.0
XG TB03 SHN 2009-06-21 00:00:00 2010-07-01 00:02:04 47.979301 -123.146599 554.0 0.0 0.0 0.0 50.0 375.0
XG TB03 SHZ 2009-06-21 00:00:00 2010-07-01 00:02:04 47.979301 -123.146599 554.0 0.0 0.0 90.0 50.0 375.0
XG TB04 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.979198 -123.132698 608.0 0.0 90.0 0.0 50.0 558.0
XG TB04 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.979198 -123.132698 608.0 0.0 0.0 0.0 50.0 558.0
XG TB04 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.979198 -123.132698 608.0 0.0 0.0 90.0 50.0 558.0
XG TB05 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.9776 -123.1287 586.0 0.0 90.0 0.0 50.0 558.0
XG TB05 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.9776 -123.1287 586.0 0.0 0.0 0.0 50.0 558.0
XG TB05 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.9776 -123.1287 586.0 0.0 0.0 90.0 50.0 558.0
XG TB06 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.9702 -123.1371 621.0 0.0 90.0 0.0 50.0 558.0
XG TB06 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.9702 -123.1371 621.0 0.0 0.0 0.0 50.0 558.0
XG TB06 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.9702 -123.1371 621.0 0.0 0.0 90.0 50.0 558.0
XG TB07 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.969501 -123.144402 671.0 0.0 90.0 0.0 50.0 558.0
XG TB07 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.969501 -123.144402 671.0 0.0 0.0 0.0 50.0 558.0
XG TB07 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.969501 -123.144402 671.0 0.0 0.0 90.0 50.0 558.0
XG TB08 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.974998 -123.135399 645.0 0.0 90.0 0.0 50.0 558.0
XG TB08 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.974998 -123.135399 645.0 0.0 0.0 0.0 50.0 558.0
XG TB08 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.974998 -123.135399 645.0 0.0 0.0 90.0 50.0 558.0
XG TB09 SHE 2009-06-21 00:00:00 2010-12-31 23:59:59 47.973499 -123.141602 652.0 0.0 90.0 0.0 50.0 558.0
XG TB09 SHN 2009-06-21 00:00:00 2010-12-31 23:59:59 47.973499 -123.141602 652.0 0.0 0.0 0.0 50.0 558.0
XG TB09 SHZ 2009-06-21 00:00:00 2010-12-31 23:59:59 47.973499 -123.141602 652.0 0.0 0.0 90.0 50.0 558.0
XG TB10 SHE 2009-07-12 01:27:00 2010-12-31 23:59:59 47.970798 -123.145699 669.0 0.0 90.0 0.0 50.0 537.0
